"","engword","meaning","langgroup","setword"
"19604","nostril","blow the nose by pinching off one nostril","PMP ","*ese<U+014B>"
"19605","nostril","snort, sniff; blow air through the nostrils","PWMP ","*e<U+014B>kus"
"19606","not","be, exist, have; not be, not have","PWMP","*wada-i"
"19607","not","be, exist, have; not exist, not have","PWMP","*wada-q"
"19608","not","be, exist, have; wealthy; not exist, not have","PMP","*wada"
"19609","not","dim, not well","PPH","*kulap"
"19610","not","hesitate, not able to act","PPH","*taka"
"19611","not","high","PMP","*katik"
"19612","not","negative marker: no, not","PMP","*taq3"
"19613","not","negative marker: no, not","PAN-F","*ini"
"19614","not","negative marker: no, not","PWMP ","*aqa"
"19615","not","no, not","PWMP","*enda"
"19616","not","no, not","PAN","*adi"
"19617","not","no, not","POC","*qasi2"
"19618","not","no, not","PWMP ","*inda3"
"19619","not","no, not","PWMP","*hediq"
"19620","not","no, not","PWMP","*e<U+014B>ga"
"19621","not","no, not","PMP ","*dian"
"19622","not","no, not",NA,"*(near)"
"19623","not","no, not",NA,"*(noise)"
"19624","not","no, not (probably negator of verbs and adjectives)","PWMP ","*hadiq"
"19625","not","no, not; negator of verbs and adjectives (cf *buken, *dian, *wada)","PAN","*qazi"
"19626","not","no, not; vetative marker: don't!","PMP ","*beliq2"
"19627","not","save, not use",NA,"*(noise)"
"19628","not","to keep someone awake, not let them sleep","PPH","*puyat-en"
"19629","not","unnoticed, not perceived",NA,"*(noise)"
"19630","notch","fit snugly, as bowstring in arrow notch","PMP ","*si<U+014B>(e)qit"
"19631","notch","notch cut in a tree","PAN","*qabaS"
"19632","notch","notch, as in a tree that has been cut prior to felling","PWMP ","*ba<U+014B>ba<U+014B>7"
"19633","notch","notch, as in a tree trunk; notch","PWMP","*etak"
"19634","notch","notch, groove","PMP","*geret"
"19635","notch","notch, nick","PPH","*ti<U+014B>ab"
"19636","notch","notch; notched","PMP ","*epa<U+014B>"
"19637","notch","to notch or nick something","PPH","*ti<U+014B>ab-an"
"19638","notch","to notch, to carve","POC","*korot"
"19639","notched","notch; notched","PMP ","*epa<U+014B>"
"19640","notched","notched log ladder","PEMP","*aRezan"
"19641","notched","notched log ladder","PMP","*haRezan"
"19642","notched","notched log ladder","PMP ","*ezan"
"19643","notch-shaped","notch, as in a tree trunk; notch","PWMP","*etak"
"19644","note","to note, remember; care, attention, caution","PMP ","*i<U+014B>at"
"19645","note","to notice, take note of; recognize","PWMP","*ma-<U+014B>ilala"
"19646","nothing","nothing","PWMP ","*NEG + apa apa"
"19647","notice","notice, observe","PPh ","*himatún"
"19648","notice","to notice, take note of; recognize","PWMP","*ma-<U+014B>ilala"
"19649","noun","3sg. possessor of inalienable possessed nouns","POC ","*-ña"
"19650","noun","common noun article","PMP","*na1"
"19651","noun","derivational circumfix, probably used to form deverbal nouns of location","PWMP","*paR- ... -an"
"19652","noun","derivational prefix, used to form deverbal nouns","PWMP ","*paR-"
"19653","noun","formative for abstract nouns (often deverbal)","PAN","*ka- -an3"
"19654","noun","formative for abstract nouns of quality","PAN","*ka-5"
"19655","noun","formative for nouns of location","PAN","*ka- -an2"
"19656","noun","genitive case marker for common nouns (cf. *na, *ni)","PAN","*nu3"
"19657","noun","locative case marker for common nouns (cf. *da, *di)","PWMP","*du"
"19658","noun","marker of instrumental nouns","PMP","*ha-"
"19659","noun","marker of instrumental nouns","PAN","*Sa-2"
"19660","noun","nominative case marker for common nouns","PAN","*su"
"19661","noun","nominative case marker for singular common nouns","PAN","*ya"
"19662","noun","oblique case marker for personal nouns","PAN","*ki2"
"19663","noun","oblique case marker for singular personal nouns","PMP","*ki2<U+2090>"
"19664","noun","oblique of common nouns (cf. *ki, *ka)","PAN","*ku"
"19665","noun","prefixed to a noun means ‘to get, obtain, collect, gather’ (noun)","PAN","*ki-"
"19666","nourish","food; to feed, nourish","PMP","*p<in>a<U+014B>an"
"19667","now","now (?)","PWMP","*ka-i-ni"
"19668","now","proximal spatio","PAN","*-ni"
"19669","now","still, yet, til now, first (before doing something else)","PAN","*pa1"
"19670","nude","naked, nude, undressed","PWMP","*lebas"
"19671","nude","nude",NA,"*(noise)"
"19672","nudge","nudge, bump against another person","PWMP ","*da(m)pil"
"19673","nudge","touch lightly, nudge; pull trigger","PPH","*kal(e)bit-en"
"19674","nudge","touch lightly, nudge; pull trigger","PPH","*kal(e)bit"
"19675","nudged","to be elbowed, nudged or poked with an elbow","PWMP","*siku-en"
"19676","nudged","was elbowed, was nudged with an elbow","PWMP","*s<in>iku"
"19677","nudity","nudity, exposure of the body","PWMP ","*pukas1"
"19678","numb","die; dead; sick; tired (of); faint, lose consciousness; eclipse; new moon; extinguished; blocked (path); paralyzed; numb, asleep (limbs); die down (wind); waterless (springs, rivers); dry up (plants); beaten (in a game); fixed (price); terminate a matter, reach an agreement; disaster; intensive, superlative; desire intensely, be deeply in love","PMP","*m-atay"
"19679","numb","numb; 'fall asleep', of a limb","PPh","*ban(e)héd"
"19680","number","number; total","PWMP ","*bila<U+014B>-an"
"19681","number","overwhem in numbers?","PMP","*penuq sakay"
"19682","number","prefix for ordinal numbers","PAN","*Sika-"
"19683","number","tiny sea fish that ascends rivers in huge numbers to spawn","PEMP","*ipun1"
"19684","number","tiny sea fish that ascends rivers in huge numbers to spawn","PMP","*hipun1"
"19685","number","which number is it?","PPH","*ika-pija"
"19686","number between 20 and 30","number between 20 and 30",NA,"*(loan)"
"19687","numeral","fruit; areca palm and nut; grain; berry; seed; nut; endosperm of a sprouting coconut; kidney; heart; finger; calf of the leg; testicle; various insects; scar tissue; roe; bud; flower; blossom; bear fruit; words, speech, or songs; meaning, contents of discussion; numeral classifier for roundish objects; buttock; Adam's apple; nipple of the breast; button; marble; tattooing","PMP","*buaq"
"19688","numeral","fruit; seed; blossom; egg; nut; testicle; numeral classifier for roundish objects; to fruit, bear fruit; show first signs of pregnancy; to swell, of the sea","POC","*puaq"
"19689","numeral","numeral prefix","PCEMP ","*i4"
"19690","numeral","numeral prefix, divide into x (x = numeral)","PMP","*pa-1"
"19691","numeral","numeral prefix; cardinal numeral marker","POC","*e"
"19692","numeral","numeral suffix",NA,"*(noise)"
"19693","numeral","prefix for ordinal numerals","POC","*ka-"
"19694","numeral","prefix for ordinal numerals","PMP","*ika-"
"19695","numeral","stone; testicle; kind of banana; numeral classifier for teeth (?)","PMP","*batu"
"19696","numeral classifier","piece, numeral classifier",NA,"*(loan)"
"19697","numeral classifier for flat objects","numeral classifier for flat objects",NA,"*(loan)"
"19698","nurse","give the breast to, nurse a child","PAN","*pa-susu"
"19699","nurse","to nurse, give a child the breast (to be sucked)","PAN","*pa-susu-en"
"19700","nurse","wet nurse (?)","PWMP","*susu-an"
"19701","nut","a nut tree, Canarium sp.","POC","*(q)alipa"
"19702","nut","a shore tree with edible nuts: Terminalia catappa","POC","*talise1"
"19703","nut","a shore tree with edible nuts: Terminalia catappa","PMP","*talisay"
"19704","nut","areca nut and palm; heart","POC","*buaq"
"19705","nut","areca nut cutter",NA,"*(loan)"
"19706","nut","betel nut case","PWMP","*salapa"
"19707","nut","betel nut case","PWMP ","*calapa<U+0294>"
"19708","nut","betel nut: nut of Areca catechu","PAN-F","*Sawiki"
"19709","nut","chew without intending to swallow, as betel nut; premasticate food to give to an infant; premasticated food","PMP","*mamaq"
"19710","nut","chewed mass of food or betel nut in the mouth","PWMP","*sepaq"
"19711","nut","fruit; areca palm and nut; grain; berry; seed; nut; endosperm of a sprouting coconut; kidney; heart; finger; calf of the leg; testicle; various insects; scar tissue; roe; bud; flower; blossom; bear fruit; words, speech, or songs; meaning, contents of discussion; numeral classifier for roundish objects; buttock; Adam's apple; nipple of the breast; button; marble; tattooing","PMP","*buaq"
"19712","nut","fruit; seed; blossom; egg; nut; testicle; numeral classifier for roundish objects; to fruit, bear fruit; show first signs of pregnancy; to swell, of the sea","POC","*puaq"
"19713","nut","immature stage of coconut or areca nut (?)","POC","*piras"
"19714","nut","inferior type of betel nut","PMP ","*burun"
"19715","nut","leaf of a vine chewed with betel nut, betel pepper: Piper betle","PWMP ","*buyuq"
"19716","nut","nut variety",NA,"*(noise)"
"19717","nut","plant fiber; coconut husk, fibers of areca nuts, fibers covering mango seeds, etc.","PWMP","*sabut"
"19718","nut","putty nut: Parinari laurinum","POC","*katita"
"19719","nut","split, divide, break off; section of a betel nut","PMP","*tebiq"
"19720","nut","the putty nut: Parinarium laurinum","POC ","*qatita"
"19721","nut","the putty nut: Parinarium laurinum","POC ","*qarita"
"19722","nut","tree with edible nut, the Canarium almond: Canarium commune","POC","*ka<U+014B>aRi"
"19723","nut","tree with edible nut, the Canarium almond: Canarium commune","PMP","*kanari"
"19724","nut","wild palm tree with fruit similar to areca nut: Heterospathe elata","PPH","*sagisí"
"19725","nutmeg","nutmeg",NA,"*(loan)"
"19726","nyctalopia","night","PAN-F","*pukaw"
"19727","nymph","nymph",NA,"*(loan)"
"19728","oar","leaf; blade of paddle or oar; ‘table’ for eating","PMP","*dahun"
"19729","oar","oar; to row a boat","PPH","*gáqud"
"19730","oath","oath, pledge; curse","PWMP","*sapaq2"
"19731","oath","oath, pledge; curse","PWMP","*sumpaq"
"19732","oath","oath; curse","PWMP","*kutuk1"
"19733","obesity","corpulence, obesity","PWMP","*ka-tabeq-an"
"19734","obey","follow, obey, agree with","PPH","*súrut"
"19735","obey","to hear, listen; obey; hear about; news; fame, famous; to feel, perceive through any sense other than sight","PMP","*de<U+014B>eR"
"19736","obey","to obey","PPH","*s<um>unúd"
"19737","obey","to obey, follow orders","PWMP","*ma-nuRut"
"19738","object","3sg. object","PMP ","*-a2"
"19739","object","after, behind; the outside of an object; stern of a canoe","POC","*muri"
"19740","object","container for solid objects; package","POC ","*busa3"
"19741","object","disposal of objects, banishment of people","PWMP ","*pa<U+014B>-bua<U+014B>-an"
"19742","object","foreign object in the eye","PWMP ","*puli<U+014B>2"
"19743","object","fruit; areca palm and nut; grain; berry; seed; nut; endosperm of a sprouting coconut; kidney; heart; finger; calf of the leg; testicle; various insects; scar tissue; roe; bud; flower; blossom; bear fruit; words, speech, or songs; meaning, contents of discussion; numeral classifier for roundish objects; buttock; Adam's apple; nipple of the breast; button; marble; tattooing","PMP","*buaq"
"19744","object","fruit; seed; blossom; egg; nut; testicle; numeral classifier for roundish objects; to fruit, bear fruit; show first signs of pregnancy; to swell, of the sea","POC","*puaq"
"19745","object","lay long objects side by side; raft","PMP","*Rakit"
"19746","object","leaf; head hair; classifier used in counting certain types of objects","PEMP","*raun"
"19747","object","leaf; head hair; classifier used in counting certain types of objects","PCEMP","*daun"
"19748","object","long, of objects","PWMP","*a(n)duq"
"19749","object","object of respect; distinguished or respected person","PWMP ","*empu-an"
"19750","object","prefix marking possession of some object","PAN","*mi-"
"19751","object","prick or poke with a pointed object","PWMP","*tulesuk"
"19752","object","pull or drag a heavy object along, as on a sled","PWMP","*guyud3"
"19753","object","round object; young coconut","POC","*poku"
"19754","object","sharp","PEMP","*sala"
"19755","object","sheet; flat, wide object","PPh ","*qelad1"
"19756","object","space within a concave object",NA,"*(noise)"
"19757","object","specklike object","PWMP ","*pa(n)dek"
"19758","object","strike two hard objects together to produce a spark","PPH","*pi<U+014B>kíq"
"19759","object","ten, in counting certain objects",NA,"*(noise)"
"19760","object","thick, of objects; dense, of crowds","PMP","*tebel2"
"19761","object","thick, of solid objects","PWMP ","*ma-kapal"
"19762","object","thick, of solid objects","PAN","*kaS(e)pal"
"19763","object","thin, of material objects","PWMP","*ma-i<U+014B>(e)pis"
"19764","object","things that have been made, created objects","PWMP ","*paR-buhat-en"
"19765","object","throw at, hit, strike with a sharp object; kill; extinguish (a fire)","PMP","*bunuq2"
"19766","object","tie together, of floating objects","PWMP","*lanti<U+014B>"
"19767","object","to hit, strike, or hard objects colliding","PPh ","*beRták"
"19768","object","vessel for fetching water from a well, objects from a pit, etc","PMP","*timba"
"19769","object","what is honored, object of honor or respect","PWMP ","*pa<U+014B>-empu-an"
"19770","obligation","obligation, duty, commitment",NA,"*(loan)"
"19771","obligation","to forfeit, lose by failure to meet an obligation","PWMP","*leleb"
"19772","oblique","1pl ex oblique","PWMP","*ameq"
"19773","oblique","1pl ex oblique","PAN","*amen"
"19774","oblique","1pl in oblique","PWMP","*ateq"
"19775","oblique","1pl.ex oblique","PAN","*i-amen"
"19776","oblique","1sg oblique","PAN","*aken1"
"19777","oblique","1sg oblique: to me, for me","PAN","*k-aku"
"19778","oblique","approach or strike from the side or at an oblique angle","PPH","*sarijsij"
"19779","oblique","oblique case marker for personal nouns","PAN","*ki2"
"19780","oblique","oblique case marker for plural personal names","PAN","*ka3"
"19781","oblique","oblique case marker for singular personal nouns","PMP","*ki2<U+2090>"
"19782","oblique","oblique of common nouns (cf. *ki, *ka)","PAN","*ku"
"19783","obovata","a tree: Planchonella obovata","PPH","*banisah"
"19784","obovatifolia","a tree: Ganua obovatifolia.(Merr.), Sapotaceae","PPH","*pia<U+014B>a"
"19785","obscure","dark, obscure","PPH","*kanap2"
"19786","obscure","dark, obscure","PWMP ","*medem"
"19787","obscure","dark, obscure, cloudy","PPH","*ma-diklém"
"19788","obscure","dark, obscure, cloudy","PPH","*dik(e)lém"
"19789","obscure","dark, obscure; black","PMP ","*tidem"
"19790","obscure","dark, overcast, visually obscure","PAN","*kelem"
"19791","obscure","dark; obscure",NA,"*-lem1"
"19792","obscure","dim, dark, obscure","PWMP ","*ma-qilem"
"19793","obscure","dim, dark, obscure","PMP ","*qilem"
"19794","obscure","obscure, dusky","PWMP ","*sidem"
"19795","obscuring","darkening, obscuring of light","PPH","*dulem"
"19796","observe","notice, observe","PPh ","*himatún"
"19797","observe","observe closely or critically","PPH","*mata-en"
"19798","obsidian","obsidian spear point (?)","POC","*koto"
"19799","obsolete","past one’s prime, outdated, obsolete","PPH","*laqús"
